,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
40,Palmeiras,Meia,Gabriel Menino,6.0,-2.0,1.3,1.3,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,103767.0,275,4,0.0
41,Athltico-PR,Tcnico,Paulo Turra,8.56,3.56,8.26,8.26,1.0,1.0,,,,,,,,,,,,,,,,,,,,,82747.0,293,6,0.0
42,Atltico-MG,Goleiro,Everson,2.58,-2.42,-1.0,-1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,2.0,,,72294.0,282,1,0.0
43,Palmeiras,Lateral,Marcos Rocha,6.26,1.26,4.7,4.7,1.0,1.0,,,,,,1.0,,,,,,,,4.0,,,,,2.0,,63013.0,275,2,0.0
44,Athltico-PR,Atacante,Rmulo,2.52,-0.48,0.9,0.9,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,107197.0,293,5,0.0
45,Athltico-PR,Meia,Hugo Moura,6.0,1.0,4.3,4.3,1.0,1.0,,,,,,2.0,,,,,,,,3.0,,,,,1.0,,101594.0,293,4,0.0
46,Botafogo,Meia,Eduardo,14.77,5.77,13.9,13.9,1.0,1.0,1.0,1.0,,,1.0,4.0,,,,,,,,,,,1.0,,3.0,,68708.0,263,4,0.0
47,Amrica-MG,Atacante,Felipe Azevedo,5.03,-1.97,0.8,0.8,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,3.0,,60825.0,327,5,0.0
48,Palmeiras,Lateral,Mayke,8.24,3.46,17.1,6.0,3.0,5.0,1.0,1.0,,,1.0,,,,,,,,,3.0,,,,,1.0,,81150.0,275,2,0.0
49,Fortaleza,Zagueiro,Titi,7.7,1.96,11.0,4.64,5.0,5.0,,,,,,3.0,,,,,1.0,,,4.0,,,,,1.0,,50353.0,356,3,0.0
50,Santos,Meia,Camacho,2.73,-0.5,1.1,1.8,3.0,5.0,,,,,,,,1.0,,,,,,2.0,,,,,4.0,,68770.0,277,4,0.0
51,Cuiab,Atacante,Wellington Silva,3.12,0.17,2.55,0.85,4.0,5.0,,,,,,1.0,,,,,,,,1.0,,,,,,,68895.0,1371,5,2.55
52,Santos,Meia,Lucas Lima,6.75,1.31,6.9,3.56,5.0,5.0,,1.0,,1.0,,1.0,,,,,,,,2.0,,,1.0,,4.0,,80583.0,277,4,0.0
53,Coritiba,Goleiro,Gabriel,3.54,-0.29,0.0,1.4,5.0,5.0,,,,,,,,,,,,,1.0,,,,,1.0,,,70449.0,294,1,0.0
54,Flamengo,Tcnico,Jorge Sampaoli,10.56,1.1,9.03,5.41,4.0,5.0,,,,,,,,,,,,,,,,,,,,,70800.0,262,6,0.0
55,Internacional,Zagueiro,Vito,5.01,-0.09,1.2,2.04,5.0,5.0,,,,,,,,,,,,,,1.0,,,,,,,97900.0,285,3,0.0
56,Palmeiras,Meia,Gabriel Menino,7.52,0.73,5.5,3.76,5.0,5.0,,,,,1.0,1.0,,,,,,,,4.0,,,,,2.0,,103767.0,275,4,0.0
57,Fortaleza,Lateral,Tinga,9.62,1.94,11.0,5.42,5.0,5.0,,,,,,,,,,,1.0,,,5.0,,,,,,,82628.0,356,2,0.0
58,Bragantino,Atacante,Helinho,7.36,4.18,18.9,4.66,5.0,5.0,2.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,102598.0,280,5,0.0
59,Fortaleza,Atacante,Silvio Romero,5.34,-0.43,1.7,3.67,4.0,5.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,79188.0,356,5,0.0
60,Corinthians,Tcnico,Vanderlei Luxemburgo,5.8,0.15,3.14,3.25,3.0,6.0,,,,,,,,,,,,,,,,,,,,,41327.0,264,6,0.0
61,Atltico-MG,Goleiro,Everson,6.18,1.16,9.0,4.08,6.0,6.0,,,,,,,,,,,1.0,,4.0,,,,,,,,72294.0,282,1,0.0
62,Palmeiras,Zagueiro,Luan,7.43,-0.59,3.6,7.03,3.0,6.0,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,80692.0,275,3,0.0
63,Athltico-PR,Meia,Fernandinho,6.09,-0.54,2.5,2.27,3.0,6.0,,,,,,4.0,,,,,,,,2.0,,,1.0,,3.0,,72775.0,293,4,0.0
64,Bragantino,Atacante,Helinho,5.13,-2.23,0.9,4.03,6.0,6.0,,,,,,,,,,,,,,1.0,,,,,1.0,,102598.0,280,5,0.0
65,Fluminense,Meia,Arias,8.64,-0.19,3.3,2.68,5.0,6.0,,,,,,1.0,,,,,,,,3.0,,,1.0,,3.0,,99815.0,266,4,3.3
66,Palmeiras,Atacante,Rony,8.79,-0.3,1.8,1.12,4.0,6.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,91607.0,275,5,0.0
67,Vasco,Lateral,Puma Rodrguez,6.54,-0.22,4.1,3.97,6.0,6.0,,,,1.0,,,,,,,,,,4.0,,,1.0,,3.0,,99213.0,267,2,0.0
68,Palmeiras,Lateral,Mayke,6.48,-1.76,2.4,5.1,4.0,6.0,,,,,,,,,,,,,,2.0,,,,,,,81150.0,275,2,0.0
69,Palmeiras,Meia,Gabriel Menino,7.8,0.28,5.5,4.05,6.0,6.0,,,,1.0,1.0,4.0,,,,,,,,2.0,,,,,3.0,,103767.0,275,4,0.0
70,Internacional,Zagueiro,Vito,5.16,0.15,2.4,2.1,6.0,6.0,,,,,,,,,,,,,,2.0,,,,,,,97900.0,285,3,0.0
71,Athltico-PR,Atacante,Vitor Roque,10.08,1.14,8.5,6.18,6.0,6.0,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,1.0,,114802.0,293,5,0.0
72,Fluminense,Meia,Arias,8.52,-0.12,2.3,2.62,6.0,7.0,,,,,,4.0,,,,,,,,1.0,,,,,3.0,,99815.0,266,4,0.0
73,Cruzeiro,Meia,Machado,6.58,-0.34,4.7,4.42,7.0,7.0,,,,2.0,1.0,,,,,,,,,2.0,,,,,3.0,,96089.0,283,4,0.0
74,So Paulo,Tcnico,Dorival Jnior,11.27,1.22,8.89,6.37,6.0,7.0,,,,,,,,,,,,,,,,,,,,,40990.0,276,6,0.0
75,So Paulo,Goleiro,Rafael,8.25,0.13,2.5,4.93,7.0,7.0,,,,,,1.0,,,,,,,4.0,,,,,2.0,,,68928.0,276,1,0.0
76,Palmeiras,Zagueiro,Luan,7.96,0.53,5.7,6.7,4.0,7.0,,,,,,2.0,,,,,1.0,,,,,,,,1.0,,80692.0,275,3,0.0
77,Palmeiras,Lateral,Mayke,7.43,0.95,6.8,5.44,5.0,7.0,,,,,,,,,,,1.0,,,2.0,,,,,2.0,,81150.0,275,2,0.0
78,Palmeiras,Atacante,Rony,8.32,-0.47,0.8999999999999999,1.02,5.0,7.0,,,,,1.0,,,2.0,,,,,,,,,,,,,91607.0,275,5,0.8999999999999999
79,Vasco,Lateral,Puma Rodrguez,7.04,0.5,5.6,4.2,7.0,7.0,,,,1.0,1.0,,,,,,,,,3.0,,,,,,,99213.0,267,2,0.0
80,Cruzeiro,Atacante,Wesley,6.86,-0.22,3.2,5.78,5.0,7.0,,,,1.0,1.0,3.0,,,,,,,,,,,,,1.0,,105811.0,283,5,0.0
81,Bragantino,Atacante,Helinho,5.75,0.62,4.2,4.05,7.0,7.0,,,,1.0,,,,,,,,,,3.0,,,,,2.0,,102598.0,280,5,0.0
82,So Paulo,Meia,Rodrigo Nestor,9.44,0.92,7.4,4.45,6.0,7.0,1.0,,,,,,,,,,,,,,,,,,2.0,,106822.0,276,4,0.0
83,So Paulo,Zagueiro,Lucas Beraldo,7.45,2.03,10.9,5.56,5.0,7.0,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,112136.0,276,3,0.0
84,Fortaleza,Meia,Calebe,6.78,0.46,4.2,3.53,8.0,8.0,,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,109461.0,356,4,0.0
85,Flamengo,Meia,Gerson,10.08,1.0,5.8,5.03,4.0,8.0,,,,,,7.0,,,,,,,,3.0,,,1.0,,1.0,,89256.0,262,4,0.0
86,Athltico-PR,Lateral,Madson,5.81,0.16,1.7,1.97,6.0,8.0,,,,,,4.0,,,,,,,,,,,,,1.0,,78077.0,293,2,0.0
87,Fortaleza,Lateral,Tinga,10.05,1.84,10.8,5.67,7.0,8.0,,,,,,2.0,,,,,1.0,,,4.0,,,,,,,82628.0,356,2,0.0
88,So Paulo,Tcnico,Dorival Jnior,11.19,-0.08,6.15,6.34,7.0,8.0,,,,,,,,,,,,,,,,,,,,,40990.0,276,6,0.0
89,Bragantino,Atacante,Helinho,6.83,1.08,8.2,4.57,8.0,8.0,,,,2.0,3.0,,,1.0,,,,,,4.0,,,1.0,,1.0,,102598.0,280,5,0.0
90,So Paulo,Zagueiro,Lucas Beraldo,6.56,-0.89,2.9,5.12,6.0,8.0,,,,,,1.0,,,,,,,,2.0,,,,,,,112136.0,276,3,0.0
91,So Paulo,Goleiro,Rafael,8.16,-0.09,2.0,4.56,8.0,8.0,,,,,,,,,,,,,3.0,,,,,1.0,,,68928.0,276,1,0.0
92,Atltico-MG,Meia,Patrick,6.05,0.0,1.2,2.11,8.0,8.0,,,,,,,,,,,,,,1.0,,,,,,,83433.0,282,4,0.0
93,Botafogo,Zagueiro,Adryelson,5.65,0.2,5.5,3.15,8.0,8.0,,,,,,1.0,,,,,1.0,,,,,,,,,,91664.0,263,3,0.0
94,So Paulo,Atacante,Luciano,11.81,-0.44,66.000.000.000.000.000,4.95,8.0,8.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,2.0,,80287.0,276,5,66.000.000.000.000.000
95,Athltico-PR,Atacante,Vitor Roque,11.04,2.32,12.1,6.15,8.0,8.0,1.0,,,,1.0,3.0,,,,,,,,2.0,,,,,2.0,,114802.0,293,5,0.0
96,Fortaleza,Atacante,Thiago Galhardo,6.86,-0.69,5.85,4.02,6.0,9.0,,,,1,1,2,,,,,,,,1,,,,,1,,71844.0,356,5,5.85
97,Goiás,Lateral,Sander,9.35,0.46,4.5,4.42,9.0,9.0,,,,,,,,,,,,,,4,,,,,1,,86391.0,290,2,0.0
98,Fluminense,Meia,André,9.96,0.59,6.0,3.46,8.0,9.0,,,,,,3,,,,,,,,4,,,,,1,,107498.0,266,4,0.0
99,São Paulo,Zagueiro,Lucas Beraldo,6.9,0.34,4.5,5.03,7.0,9.0,,,,1,,,,,,,,,,3,,,,,1,,112136.0,276,3,0.0
100,Palmeiras,Goleiro,Weverton,8.49,-0.14,2.0,2.84,9.0,9.0,,,,,,,,,,,,,3,,,,,1,,,71631.0,275,1,0.0
101,Botafogo,Zagueiro,Adryelson,5.73,0.08,4.6,3.31,9.0,9.0,,,,,,2,,,,,,,,3,,,,,,,91664.0,263,3,0.0
102,Flamengo,Meia,Gerson,12.46,2.38,17.0,7.42,5.0,9.0,1,1,,1,1,,,,,,,,,3,,,,,2,1,89256.0,262,4,0.0
103,Fortaleza,Lateral,Tinga,10.52,0.47,10.5,6.27,8.0,9.0,,,,,1,,,1,,,1,,,4,,,,,,,82628.0,356,2,0.0
104,Palmeiras,Atacante,Rony,11.49,2.99,17.7,3.6,7.0,9.0,2,,,,1,,,,,,,,,1,,,,,1,,91607.0,275,5,0.0
105,Santos,Técnico,Odair Hellmann,10.28,-0.16,3.79,5.88,9.0,9.0,,,,,,,,,,,,,,,,,,,,,92273.0,277,6,0.0
106,Fortaleza,Meia,Calebe,6.12,-0.66,0.4,3.18,9.0,9.0,,,,,,1,,1,,,,,,,,,,,,,109461.0,356,4,0.0
107,Athlético-PR,Atacante,Vitor Roque,10.44,-0.6,6.1,6.14,9.0,9.0,,1,,,,1,,,,,,,,1,,,,,2,,114802.0,293,5,0.0
